0.02 1.93178 1 16.1084 4.85639 2.0307 0.0714069 0.573997 0.0255357 4.89543 0.840383 2.85616 0.232414 0.398606 0.0188053 0.128838 0.00111573 
0.04 2.46214 1 18.3907 4.34095 1.96408 0.0555734 0.607923 0.0251678 5.04089 0.855756 2.97106 0.240052 0.375999 0.0176856 0.120511 0.000868334 
0.06 2.87697 1 20.5231 3.73556 1.91434 0.0450832 0.635948 0.0243717 5.17569 0.854455 3.07087 0.235035 0.354839 0.0154387 0.114292 0.000704424 
0.08 3.22947 1 22.4457 3.23542 1.88242 0.0386501 0.655006 0.0234017 5.26358 0.852403 3.13379 0.230136 0.343517 0.0153578 0.110302 0.000603907 
0.1 3.54138 1 24.3629 2.99289 1.85217 0.0337414 0.669085 0.0230114 5.34982 0.817288 3.20562 0.23703 0.33291 0.0145483 0.106521 0.000527209 
0.12 3.82415 1 26.2051 2.61855 1.82372 0.0288196 0.687976 0.0221379 5.42171 0.840604 3.27141 0.229963 0.319523 0.0127426 0.102965 0.000450306 
0.14 4.08469 1 28.0118 2.4732 1.79946 0.0256172 0.702545 0.022066 5.49483 0.830482 3.33504 0.234975 0.309686 0.0127922 0.0999324 0.000400269 
0.16 4.32753 1 29.8498 2.26924 1.77465 0.0234648 0.71359 0.0213944 5.58406 0.87767 3.41447 0.238826 0.298379 0.0117875 0.0968314 0.000366637 
0.18 4.55586 1 31.5537 2.17887 1.75691 0.0218 0.72368 0.0210494 5.63318 0.847664 3.46454 0.246618 0.291412 0.0118076 0.0946136 0.000340625 
0.2 4.772 1 33.2648 1.84897 1.7355 0.0193876 0.736115 0.0205226 5.67985 0.823942 3.52906 0.232203 0.279716 0.0106169 0.091938 0.000302931 
0.22 4.97772 1 34.9107 1.78322 1.72079 0.0172373 0.741482 0.0203694 5.75486 0.825339 3.57497 0.233222 0.275913 0.0106685 0.0900986 0.000269332 
0.24 5.1744 1 36.563 1.66681 1.70474 0.0164879 0.750317 0.0196151 5.83887 0.836133 3.63036 0.238012 0.26949 0.0102974 0.0880925 0.000257623 
0.26 5.36313 1 38.1638 1.5722 1.69151 0.0152013 0.755884 0.0193739 5.88399 0.859305 3.67463 0.238822 0.264971 0.0103727 0.0864383 0.000237521 
0.28 5.5448 1 39.7579 1.40383 1.6808 0.0145185 0.759884 0.0197531 5.91177 0.832531 3.71597 0.234783 0.258924 0.00981387 0.0850996 0.000226851 
0.3 5.72015 1 41.3374 1.34031 1.66634 0.0131093 0.763463 0.0192806 5.971 0.848475 3.76835 0.232393 0.251352 0.00924303 0.0832926 0.000204832 
0.32 5.88981 1 42.9139 1.28547 1.65545 0.0125401 0.773253 0.0188745 6.028 0.855978 3.81509 0.23631 0.247311 0.0094008 0.081931 0.000195939 
0.34 6.05428 1 44.449 1.19818 1.64336 0.0115986 0.775575 0.0187545 6.07001 0.85475 3.86114 0.231795 0.240524 0.00899711 0.0804194 0.000181228 
0.36 6.21402 1 45.986 1.10324 1.63406 0.0109636 0.774653 0.0188252 6.09723 0.835195 3.90286 0.230336 0.235918 0.00847911 0.079257 0.000171307 
0.38 6.36941 1 47.4909 1.09631 1.62656 0.0105647 0.777775 0.0186104 6.11524 0.819147 3.93533 0.23668 0.230865 0.00827379 0.0783204 0.000165074 
0.4 6.5208 1 48.9822 1.06343 1.61564 0.00985155 0.776464 0.0191305 6.21158 0.843333 3.98015 0.236144 0.230019 0.00870561 0.0769545 0.000153931 
0.42 6.66847 1 50.5092 0.996159 1.60567 0.00928664 0.781554 0.0182885 6.19958 0.828265 4.0324 0.233518 0.220463 0.00781585 0.0757087 0.000145104 
0.44 6.81269 1 51.9799 0.94042 1.59669 0.00867651 0.785576 0.0190319 6.27247 0.826524 4.0731 0.232928 0.217188 0.00725007 0.0745858 0.000135571 
0.46 6.95368 1 53.4687 0.92015 1.59025 0.00862835 0.793199 0.0181069 6.30148 0.84177 4.11012 0.241168 0.214314 0.00753998 0.0737807 0.000134818 
0.48 7.09166 1 54.8982 0.869483 1.58246 0.00797699 0.793488 0.0184196 6.34104 0.820131 4.14342 0.236389 0.210885 0.00744389 0.0728075 0.000124641 
0.5 7.22681 1 56.3317 0.823188 1.5766 0.00765461 0.7977 0.0181156 6.37604 0.827811 4.17164 0.233746 0.208887 0.00684525 0.072075 0.000119603 
0.52 7.3593 1 57.7744 0.816314 1.57024 0.00731872 0.798289 0.0176924 6.42216 0.824672 4.20616 0.23794 0.206764 0.00694633 0.0712801 0.000114355 
0.54 7.48928 1 59.1978 0.758576 1.56346 0.00715669 0.795155 0.0186608 6.45916 0.81484 4.24116 0.237799 0.204128 0.00702988 0.0704322 0.000111823 
0.56 7.61688 1 60.6288 0.715127 1.55799 0.00677488 0.790866 0.0180964 6.47116 0.791229 4.27352 0.229697 0.198717 0.00621255 0.0697482 0.000105857 
0.58 7.74224 1 62.067 0.739205 1.55083 0.00671007 0.791877 0.0186661 6.52172 0.806479 4.31808 0.238881 0.197099 0.00638307 0.0688533 0.000104845 
0.6 7.86546 1 63.421 0.673731 1.54709 0.00621128 0.787621 0.0183844 6.49961 0.791838 4.3299 0.23073 0.19266 0.00619984 0.0683866 9.70512e-05 
0.62 7.98665 1 64.8359 0.652978 1.53864 0.00589368 0.78911 0.0187591 6.56795 0.791665 4.38155 0.232779 0.189762 0.00567238 0.0673303 9.20887e-05 
0.64 8.10592 1 66.2367 0.621081 1.53315 0.00575375 0.793033 0.0187213 6.56917 0.780385 4.4164 0.232504 0.184554 0.00531929 0.0666435 8.99023e-05 
0.66 8.22334 1 67.6428 0.630496 1.52742 0.00587849 0.791355 0.0191785 6.6274 0.785385 4.4557 0.247024 0.183743 0.00567804 0.0659274 9.18514e-05 
0.68 8.33901 1 69.0097 0.567466 1.52287 0.00559635 0.7956 0.0178893 6.64229 0.778925 4.48196 0.239807 0.179887 0.00505788 0.0653588 8.74429e-05 
0.7 8.45299 1 70.3769 0.559674 1.51819 0.00539076 0.7975 0.0189614 6.67474 0.769082 4.51077 0.239065 0.178319 0.00521538 0.0647739 8.42306e-05 
0.72 8.56536 1 71.7482 0.558906 1.51462 0.00529887 0.799733 0.0181353 6.70575 0.785733 4.53493 0.241704 0.177236 0.00497665 0.0643269 8.27949e-05 
0.74 8.67618 1 73.0878 0.510831 1.51 0.0049997 0.803311 0.017951 6.72152 0.798104 4.56095 0.238684 0.174075 0.00495425 0.06375 7.81204e-05 
0.76 8.78553 1 74.4444 0.48155 1.50487 0.00488023 0.809957 0.0184718 6.76075 0.774075 4.5956 0.23854 0.172075 0.00470156 0.0631082 7.62536e-05 
0.78 8.89345 1 75.7981 0.466901 1.50094 0.00491212 0.813802 0.0180782 6.76953 0.75164 4.62298 0.249989 0.169189 0.00466314 0.0626181 7.67519e-05 
0.8 9 1 77.129 0.447277 1.49542 0.00457905 0.820802 0.0170248 6.79353 0.765017 4.65876 0.237676 0.165867 0.00464091 0.0619279 7.15477e-05 
0.82 9.10523 1 78.4736 0.449979 1.49258 0.00478637 0.825981 0.017347 6.82287 0.768269 4.6795 0.257989 0.165231 0.00462937 0.0615723 7.47871e-05 
0.84 9.20919 1 79.8206 0.433907 1.48706 0.00456645 0.834759 0.0159448 6.86443 0.741483 4.72192 0.251697 0.163151 0.00444501 0.060883 7.13508e-05 
0.86 9.31192 1 81.141 0.394626 1.48276 0.00455946 0.842182 0.016496 6.88888 0.759515 4.75162 0.257443 0.159882 0.00426806 0.0603453 7.12416e-05 
0.88 9.41347 1 82.4605 0.386894 1.47915 0.00437303 0.847194 0.0157558 6.91744 0.76938 4.77726 0.253071 0.158768 0.00407395 0.0598934 6.83286e-05 
0.9 9.51388 1 83.7828 0.391605 1.47595 0.00433119 0.855339 0.0151218 6.93577 0.750181 4.80133 0.254738 0.156971 0.00414644 0.0594943 6.76748e-05 
0.92 9.61318 1 85.101 0.390822 1.47331 0.00427249 0.863096 0.0148654 6.98844 0.762173 4.82122 0.255636 0.15736 0.00418058 0.0591634 6.67577e-05 
0.94 9.71141 1 86.3904 0.374815 1.46763 0.0042706 0.871797 0.0140618 6.98366 0.747483 4.86194 0.263664 0.151677 0.003879 0.0584537 6.67282e-05 
0.96 9.8086 1 87.694 0.378435 1.46342 0.00419622 0.880476 0.0136215 7.00633 0.728819 4.89488 0.261166 0.149504 0.00373402 0.0579271 6.55659e-05 
0.98 9.90479 1 89.0008 0.404409 1.45913 0.00429278 0.889932 0.0130557 7.06201 0.747572 4.93066 0.269542 0.148779 0.00355057 0.0573909 6.70747e-05 
1 10 1 90.291 0.395687 1.45807 0.00403868 0.897055 0.0122294 7.08645 0.740164 4.93559 0.259223 0.149199 0.00367534 0.0572585 6.31043e-05 
1.02 10.0943 1 91.5786 0.416298 1.45186 0.00427454 0.893744 0.0125345 7.08123 0.726483 4.98764 0.278083 0.144062 0.00360961 0.0564825 6.67897e-05 
1.04 10.1876 1 92.853 0.415271 1.44666 0.00413221 0.887432 0.0125268 7.1429 0.728328 5.02983 0.274323 0.142346 0.00348106 0.0558331 6.45658e-05 
1.06 10.2801 1 94.1279 0.435805 1.4447 0.00404181 0.88132 0.0125114 7.1379 0.71762 5.04312 0.271051 0.140753 0.00339436 0.055588 6.31533e-05 
1.08 10.3717 1 95.4105 0.459732 1.44251 0.00413757 0.870663 0.0133343 7.16324 0.704878 5.0609 0.28003 0.140179 0.00349255 0.0553139 6.46496e-05 
1.1 10.4624 1 96.6719 0.521055 1.43721 0.00413882 0.86663 0.0137914 7.20069 0.699362 5.10599 0.28179 0.137469 0.00312693 0.0546514 6.46691e-05 
1.12 10.5524 1 97.9194 0.517975 1.4336 0.00408673 0.859062 0.0138458 7.23636 0.701441 5.13317 0.283641 0.135611 0.00311855 0.0542002 6.38552e-05 
1.14 10.6415 1 99.1849 0.585627 1.43043 0.00408136 0.850695 0.0144986 7.2428 0.682573 5.16073 0.283614 0.133518 0.00305826 0.0538041 6.37712e-05 
1.16 10.7299 1 100.465 0.660195 1.42942 0.00405315 0.844249 0.0145683 7.25647 0.70653 5.16984 0.2819 0.13333 0.00300004 0.0536773 6.33304e-05 
1.18 10.8175 1 101.644 0.624319 1.42053 0.00398282 0.839038 0.0145367 7.32004 0.699222 5.24285 0.286969 0.128823 0.00283616 0.0525663 6.22316e-05 
1.2 10.9043 1 102.915 0.737479 1.4194 0.00408308 0.829792 0.0153287 7.34282 0.671343 5.25345 0.292025 0.128699 0.00293981 0.052425 6.37981e-05 
1.22 10.9905 1 104.14 0.821298 1.41521 0.00414157 0.826859 0.0153548 7.36137 0.679277 5.28905 0.297894 0.126548 0.00285009 0.0519011 6.4712e-05 
