0.02 1.93178 10000 11.5528 0.174532 2.62621 0.0570921 0.03996 0.00527952 4.0859 0.685032 1.83785 0.00736401 0.730553 0.00908224 0.203276 0.000892065 
0.04 2.46214 10000 13.6916 0.344318 2.41458 0.0389835 0.0640738 0.00902712 4.81754 1.12995 1.86907 0.0133996 0.766477 0.0150469 0.176822 0.000609117 
0.06 2.87697 10000 15.701 0.530948 2.28898 0.0284564 0.0793977 0.0107857 5.32281 1.25917 1.90414 0.019495 0.78251 0.0182963 0.161122 0.000444632 
0.08 3.22947 10000 17.4646 0.813004 2.16974 0.0267553 0.0881098 0.0118488 5.99167 1.72868 1.9307 0.0244546 0.80708 0.0206253 0.146218 0.000418052 
0.1 3.54138 10000 19.0049 1.1222 2.06431 0.0221701 0.0864763 0.0117618 6.76175 1.75922 1.9431 0.0293088 0.851539 0.0190826 0.133039 0.000346408 
0.12 3.82415 10000 20.1377 1.32012 1.94297 0.0181883 0.0761751 0.0100891 7.75431 1.51548 1.92913 0.0285672 0.912537 0.0142554 0.117871 0.000284191 
0.14 4.08469 10000 21.7007 1.4389 1.89664 0.0146571 0.0755417 0.00984184 8.07923 1.29909 1.95037 0.0329677 0.924455 0.0129349 0.11208 0.000229017 
0.16 4.32753 10000 22.9038 1.17104 1.8356 0.00795821 0.0565174 0.00749142 8.59507 0.642118 1.9375 0.029778 0.956174 0.00615049 0.10445 0.000124347 
0.18 4.55586 10000 24.3957 1.02818 1.81472 0.00461004 0.0491499 0.00630637 8.75219 0.405756 1.9393 0.0320133 0.963891 0.00501578 0.10184 7.20319e-05 
0.2 4.772 10000 25.963 0.894053 1.80171 0.00288941 0.0465274 0.00604611 8.84598 0.262311 1.94953 0.0321897 0.967067 0.00392243 0.100214 4.5147e-05 
0.22 4.97772 10000 27.498 0.598826 1.78874 0.00125761 0.0436826 0.00482924 8.95355 0.0525152 1.95791 0.0316452 0.972966 0.00129391 0.0985921 1.96501e-05 
0.24 5.1744 10000 29.1151 0.597078 1.78558 0.000862448 0.0451383 0.00495442 8.96233 0.0660328 1.96617 0.0329307 0.97138 0.0019912 0.0981976 1.34757e-05 
