0.02 1.93178 1000 10.62 -9.9476e-14 1.8 4.39648e-14 0 0 9 0 1.8 4.39648e-14 1 0 0.1 2.08167e-17 
0.04 2.46214 1000 12.24 2.38742e-12 1.8 4.39648e-14 0 0 9 0 1.8 4.39648e-14 1 0 0.1 2.08167e-17 
0.06 2.87697 1000 14.0377 0.0569171 1.86417 0.00737481 0.000889878 0.00013269 8.59622 0.267438 1.80089 0.000177184 0.988259 0.000255237 0.108021 0.000115231 
0.08 3.22947 1000 15.48 6.0254e-12 1.8 4.39648e-14 0 0 9 0 1.8 4.39648e-14 1 0 0.1 2.08167e-17 
0.1 3.54138 1000 17.1 -5.6275e-12 1.8 4.39648e-14 0 0 9 0 1.8 4.39648e-14 1 0 0.1 2.08167e-17 
0.12 3.82415 1000 18.721 0.000860443 1.79998 5.48696e-07 0.000222469 2.21974e-05 9 0 1.80022 4.44444e-05 0.999969 8.57338e-07 0.0999969 8.57338e-09 
0.14 4.08469 1000 20.3534 0.0113383 1.79965 7.57054e-06 0.00133482 0.000153947 9 0 1.80311 0.000613214 0.999567 1.1829e-05 0.0999567 1.1829e-07 
0.16 4.32753 1000 21.9693 0.00776142 1.79975 5.43197e-06 0.000444939 4.42959e-05 9 0 1.80222 0.00043999 0.999691 8.48745e-06 0.0999691 8.48745e-08 
0.18 4.55586 1000 23.5827 0.00223634 1.79993 1.64242e-06 0.000222469 2.21974e-05 9 0 1.80067 0.000133036 0.999907 2.56628e-06 0.0999907 2.56628e-08 
0.2 4.772 1000 25.2089 0.00703983 1.79975 5.43197e-06 0.000444939 4.42959e-05 9 0 1.80222 0.00043999 0.999691 8.48745e-06 0.0999691 8.48745e-08 
0.22 4.97772 1000 26.8261 0.00470038 1.79983 3.81521e-06 0.000444939 4.42959e-05 9 0 1.80156 0.000309032 0.999784 5.96127e-06 0.0999784 5.96127e-08 
0.24 5.1744 1000 28.4586 0.0137889 1.79946 1.1789e-05 0.000889878 8.81959e-05 9 0 1.80489 0.000954911 0.99932 1.84204e-05 0.099932 1.84204e-07 
0.26 5.36313 1000 30.0715 0.0083949 1.79965 7.57054e-06 0.00155729 0.00017555 9 0 1.80311 0.000613214 0.999567 1.1829e-05 0.0999567 1.1829e-07 
0.28 5.5448 1000 31.6944 0.0101717 1.79956 9.68956e-06 0.00133482 0.000176194 9 0 1.804 0.000784854 0.999444 1.51399e-05 0.0999444 1.51399e-07 
0.3 5.72015 1000 33.3093 0.0064533 1.7997 6.5037e-06 0.00177976 0.000197055 9 0 1.80267 0.0005268 0.999629 1.0162e-05 0.0999629 1.0162e-07 
0.32 5.88981 1000 34.9344 0.0095661 1.79953 1.02163e-05 0.00111235 0.000109997 9 0 1.80423 0.000827517 0.999413 1.59629e-05 0.0999413 1.59629e-07 
0.34 6.05428 1000 36.565 0.0158512 1.79916 1.79701e-05 0.00177976 0.000197055 9 0 1.80756 0.00145558 0.998949 2.80783e-05 0.0998949 2.80783e-07 
0.36 6.21402 1000 38.1899 0.0209756 1.79896 2.52889e-05 0.00177976 0.000174808 9 0 1.80934 0.0020484 0.99861 5.21391e-05 0.0998702 3.95139e-07 
0.38 6.36941 1000 39.8041 0.0143829 1.79913 1.84773e-05 0.0028921 0.000369834 9 0 1.80779 0.00149666 0.998919 2.88707e-05 0.0998919 2.88707e-07 
0.4 6.5208 1000 41.4354 0.0207732 1.79869 2.84955e-05 0.00400445 0.000428903 9 0 1.81179 0.00230814 0.998362 4.45243e-05 0.0998362 4.45243e-07 
0.42 6.66847 1000 43.0768 0.0304541 1.79782 4.47059e-05 0.00489433 0.000509972 9 0 1.81958 0.00362118 0.99725 7.39755e-05 0.0997281 6.9853e-07 
0.44 6.81269 1000 44.7341 0.050803 1.79627 7.99997e-05 0.00756396 0.000765923 9 0 1.83359 0.00647997 0.99518 0.000146708 0.0995334 1.24999e-06 
0.46 6.95368 1000 46.3399 0.0380552 1.79671 6.44467e-05 0.00778643 0.000873743 9 0 1.82959 0.00522019 0.99586 0.000104735 0.099589 1.00698e-06 
0.48 7.09166 1000 47.9876 0.0515887 1.7954 9.42157e-05 0.010901 0.00110475 9 0 1.84138 0.00763147 0.994067 0.000170795 0.0994253 1.47212e-06 
